_id,city,clouds,country,dt,dt_txt,main,rain,snow,sys,weather,wind
5d698ceb9db2f137b0a84254,Baltimore,{'all': 10},US,1567198800,2019-08-30 21:00:00,"{'temp': 30.33, 'temp_min': 27.15, 'temp_max': 30.33, 'pressure': 1015.82, 'sea_level': 1015.82, 'grnd_level': 993.41, 'humidity': 60, 'temp_kf': 3.18}",,,{'pod': 'd'},"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.15, 'deg': 197.271}"
5d698ceb9db2f137b0a84255,Baltimore,{'all': 18},US,1567209600,2019-08-31 00:00:00,"{'temp': 24.77, 'temp_min': 22.38, 'temp_max': 24.77, 'pressure': 1017.26, 'sea_level': 1017.26, 'grnd_level': 994.55, 'humidity': 68, 'temp_kf': 2.39}",,,{'pod': 'n'},"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 0.95, 'deg': 286.595}"
5d698ceb9db2f137b0a84256,Baltimore,{'all': 40},US,1567220400,2019-08-31 03:00:00,"{'temp': 21.84, 'temp_min': 20.25, 'temp_max': 21.84, 'pressure': 1019.02, 'sea_level': 1019.02, 'grnd_level': 996.04, 'humidity': 80, 'temp_kf': 1.59}",,,{'pod': 'n'},"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 0.59, 'deg': 240.495}"
5d698ceb9db2f137b0a84257,Baltimore,{'all': 35},US,1567231200,2019-08-31 06:00:00,"{'temp': 20.51, 'temp_min': 19.72, 'temp_max': 20.51, 'pressure': 1019.82, 'sea_level': 1019.82, 'grnd_level': 996.47, 'humidity': 79, 'temp_kf': 0.8}",,,{'pod': 'n'},"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.81, 'deg': 353.51}"
5d698ceb9db2f137b0a84258,Baltimore,{'all': 86},US,1567242000,2019-08-31 09:00:00,"{'temp': 17.45, 'temp_min': 17.45, 'temp_max': 17.45, 'pressure': 1020.51, 'sea_level': 1020.51, 'grnd_level': 997.21, 'humidity': 89, 'temp_kf': 0}",,,{'pod': 'n'},"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.44, 'deg': 10.853}"
5d698ceb9db2f137b0a84259,Baltimore,{'all': 79},US,1567252800,2019-08-31 12:00:00,"{'temp': 17.95, 'temp_min': 17.95, 'temp_max': 17.95, 'pressure': 1022.85, 'sea_level': 1022.85, 'grnd_level': 999.59, 'humidity': 80, 'temp_kf': 0}",,,{'pod': 'd'},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.64, 'deg': 16.912}"
5d698ceb9db2f137b0a8425a,Baltimore,{'all': 70},US,1567263600,2019-08-31 15:00:00,"{'temp': 22.35, 'temp_min': 22.35, 'temp_max': 22.35, 'pressure': 1023.64, 'sea_level': 1023.64, 'grnd_level': 1000.48, 'humidity': 66, 'temp_kf': 0}",,,{'pod': 'd'},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.4, 'deg': 34.564}"
5d698ceb9db2f137b0a8425b,Baltimore,{'all': 58},US,1567274400,2019-08-31 18:00:00,"{'temp': 24.78, 'temp_min': 24.78, 'temp_max': 24.78, 'pressure': 1023.16, 'sea_level': 1023.16, 'grnd_level': 1000.38, 'humidity': 65, 'temp_kf': 0}",,,{'pod': 'd'},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4, 'deg': 37.328}"
5d698ceb9db2f137b0a8425c,Baltimore,{'all': 22},US,1567285200,2019-08-31 21:00:00,"{'temp': 24.49, 'temp_min': 24.49, 'temp_max': 24.49, 'pressure': 1022.23, 'sea_level': 1022.23, 'grnd_level': 999.37, 'humidity': 69, 'temp_kf': 0}",,,{'pod': 'd'},"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.5, 'deg': 34.086}"
5d698ceb9db2f137b0a8425d,Baltimore,{'all': 56},US,1567296000,2019-09-01 00:00:00,"{'temp': 20.15, 'temp_min': 20.15, 'temp_max': 20.15, 'pressure': 1023.45, 'sea_level': 1023.45, 'grnd_level': 1000.24, 'humidity': 81, 'temp_kf': 0}",,,{'pod': 'n'},"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.77, 'deg': 46.874}"
